"V1","V2","V3","V4"
402511.5,84254.03,401296.4,81237.6
401296.4,81237.6,401944.4,78139.64
401944.4,78139.64,401944.4,76019.98
401944.4,76019.98,401296.4,74144.9
401296.4,74144.9,400567.4,74144.9
400567.4,74144.9,397813.3,73900.33
397813.3,73900.33,396031.3,73248.13
396031.3,73248.13,395059.3,72025.25
395059.3,72025.25,393601.2,74797.1
393601.2,74797.1,390523.1,76019.98
390523.1,76019.98,387526.1,77242.86
387526.1,77242.86,384124,77813.54
384124,77813.54,381693.9,77568.96
381693.9,77568.96,379020.8,78139.64
379020.8,78139.64,377481.8,78465.74
377481.8,78465.74,375618.7,79036.41
375618.7,79036.41,373512.7,79362.51
373512.7,79362.51,369867.6,79362.51
369867.6,79362.51,367761.5,77242.86
367761.5,77242.86,366870.5,75367.78
366870.5,75367.78,365898.5,73248.13
365898.5,73248.13,367437.5,71699.15
367437.5,71699.15,369300.6,70802.37
369300.6,70802.37,368652.5,69008.82
368652.5,69008.82,366870.5,66563.06
366870.5,66563.06,366222.5,69253.39
366222.5,69253.39,365898.5,71128.47
365898.5,71128.47,364440.4,73900.33
364440.4,73900.33,361686.4,76019.98
361686.4,76019.98,360471.3,77242.86
360471.3,77242.86,358365.3,79688.62
358365.3,79688.62,356502.2,80911.5
356502.2,80911.5,353748.1,82705.05
353748.1,82705.05,351075.1,84254.03
351075.1,84254.03,347997,85476.9
347997,85476.9,346538.9,87025.88
346538.9,87025.88,344108.9,88248.76
344108.9,88248.76,342002.8,88574.86
342002.8,88574.86,338924.7,89797.74
338924.7,89797.74,336818.7,90368.42
336818.7,90368.42,335279.6,90368.42
335279.6,90368.42,333821.6,88574.86
333821.6,88574.86,331067.5,87351.98
331067.5,87351.98,328313.5,86699.78
328313.5,86699.78,326207.4,86699.78
326207.4,86699.78,324344.3,87025.88
324344.3,87025.88,322886.3,86129.1
322886.3,86129.1,321347.3,84906.23
321347.3,84906.23,317054.2,85476.9
317054.2,85476.9,314948.1,85150.8
314948.1,85150.8,313166,84580.13
313166,84580.13,310979,83357.25
310979,83357.25,309764,82134.37
309764,82134.37,308548.9,80585.4
308548.9,80585.4,306442.9,79362.51
306442.9,79362.51,304660.8,78791.84
304660.8,78791.84,304336.8,77568.96
304336.8,77568.96,301258.7,77568.96
301258.7,77568.96,297937.6,80911.5
297937.6,80911.5,297046.6,83927.93
297046.6,83927.93,295831.6,83927.93
295831.6,83927.93,297370.6,81237.6
297370.6,81237.6,298261.6,79362.51
298261.6,79362.51,298261.6,77813.54
298261.6,77813.54,298261.6,76019.98
298261.6,76019.98,297046.6,74144.9
297046.6,74144.9,295831.6,72677.45
295831.6,72677.45,295507.6,71454.57
295507.6,71454.57,294292.5,70476.27
294292.5,70476.27,290971.4,70476.27
290971.4,70476.27,288541.4,70476.27
288541.4,70476.27,287893.4,70476.27
287893.4,70476.27,294292.5,70476.27
294292.5,70476.27,294454.5,69661.02
294454.5,69661.02,293563.5,66970.69
293563.5,66970.69,293239.5,65095.6
293239.5,65095.6,292996.5,62975.95
292996.5,62975.95,294211.5,60856.3
294211.5,60856.3,292348.5,60204.1
292348.5,60204.1,290566.4,59877.99
290566.4,59877.99,289594.4,58410.54
289594.4,58410.54,289351.4,55964.78
289351.4,55964.78,290242.4,54089.7
290242.4,54089.7,292672.5,53192.93
292672.5,53192.93,294211.5,53192.93
294211.5,53192.93,293239.5,51643.95
293239.5,51643.95,292672.5,49524.29
292672.5,49524.29,292024.5,47975.32
292024.5,47975.32,289594.4,47404.64
289594.4,47404.64,287488.4,49524.29
287488.4,49524.29,287164.3,52296.15
287164.3,52296.15,284491.3,53519.03
284491.3,53519.03,285058.3,52540.73
285058.3,52540.73,286273.3,51317.85
286273.3,51317.85,286597.3,49850.39
286597.3,49850.39,287488.4,48301.42
287488.4,48301.42,287488.4,46426.34
287488.4,46426.34,285949.3,44958.88
285949.3,44958.88,283519.2,43083.8
283519.2,43083.8,282952.2,41534.83
282952.2,41534.83,282061.2,39741.27
282061.2,39741.27,281737.2,37621.62
281737.2,37621.62,281737.2,35746.54
281737.2,35746.54,281737.2,34523.66
281737.2,34523.66,279307.1,34197.56
279307.1,34197.56,278983.1,33300.78
278983.1,33300.78,277444.1,32404
277444.1,32404,275338,33952.98
275338,33952.98,273799,34849.76
273799,34849.76,275338,36969.41
275338,36969.41,274771,39415.17
274771,39415.17,273556,39415.17
273556,39415.17,274123,38192.29
274123,38192.29,274123,36643.31
274123,36643.31,272908,34849.76
272908,34849.76,272016.9,33952.98
272016.9,33952.98,269262.9,34197.56
269262.9,34197.56,267723.8,36072.64
267723.8,36072.64,266265.8,37621.62
266265.8,37621.62,267480.8,40067.37
267480.8,40067.37,265941.8,41290.25
265941.8,41290.25,268047.8,43083.8
268047.8,43083.8,266508.8,42187.03
266508.8,42187.03,264726.7,43083.8
264726.7,43083.8,262620.7,43409.9
262620.7,43409.9,261081.6,44306.68
261081.6,44306.68,262296.7,46752.44
262296.7,46752.44,261081.6,44632.78
261081.6,44632.78,258975.6,44632.78
258975.6,44632.78,257760.5,43980.58
257760.5,43980.58,255897.5,43409.9
255897.5,43409.9,254115.5,43736.01
254115.5,43736.01,252252.4,44306.68
252252.4,44306.68,254682.5,45203.46
254682.5,45203.46,252900.4,45855.66
252900.4,45855.66,251685.4,46181.76
251685.4,46181.76,250470.4,46426.34
250470.4,46426.34,249822.3,48301.42
249822.3,48301.42,249822.3,50421.07
249822.3,50421.07,247716.3,51073.27
247716.3,51073.27,245286.2,51073.27
245286.2,51073.27,244395.2,54089.7
244395.2,54089.7,244071.2,56209.36
244071.2,56209.36,244395.2,57758.34
244395.2,57758.34,248040.3,61100.87
248040.3,61100.87,245286.2,59877.99
245286.2,59877.99,244071.2,62323.75
244071.2,62323.75,243747.2,59307.32
243747.2,59307.32,243180.2,58084.44
243180.2,58084.44,241317.1,58084.44
241317.1,58084.44,242856.1,58084.44
242856.1,58084.44,242856.1,56209.36
242856.1,56209.36,243747.2,54415.81
243747.2,54415.81,244071.2,52540.73
244071.2,52540.73,241317.1,50421.07
241317.1,50421.07,242532.1,48872.09
242532.1,48872.09,240426.1,48627.52
240426.1,48627.52,237672,50094.97
237672,50094.97,235565.9,50094.97
235565.9,50094.97,233459.9,50094.97
233459.9,50094.97,231272.8,50094.97
231272.8,50094.97,229490.8,50747.17
229490.8,50747.17,228275.8,50421.07
228275.8,50421.07,227060.7,49524.29
227060.7,49524.29,226655.7,49850.39
226655.7,49850.39,225440.7,49198.19
225440.7,49198.19,223982.6,48872.09
223982.6,48872.09,222767.6,47975.32
222767.6,47975.32,220904.6,48301.42
220904.6,48301.42,218474.5,48301.42
218474.5,48301.42,216368.4,47975.32
216368.4,47975.32,214505.4,48301.42
214505.4,48301.42,213614.4,50747.17
213614.4,50747.17,213614.4,53519.03
213614.4,53519.03,211832.3,55312.58
211832.3,55312.58,210860.3,54986.48
210860.3,54986.48,210860.3,53519.03
210860.3,53519.03,212075.3,52296.15
212075.3,52296.15,212399.3,51073.27
212399.3,51073.27,212399.3,49524.29
212399.3,49524.29,211508.3,48301.42
211508.3,48301.42,209969.3,47975.32
209969.3,47975.32,209402.2,50094.97
209402.2,50094.97,207539.2,50094.97
207539.2,50094.97,206324.2,49524.29
206324.2,49524.29,204785.1,48627.52
204785.1,48627.52,204218.1,47078.54
204218.1,47078.54,203003.1,45855.66
203003.1,45855.66,201788,43736.01
201788,43736.01,202112,41860.93
202112,41860.93,202112,40067.37
202112,40067.37,201464,38192.29
201464,38192.29,199925,37621.62
199925,37621.62,196927.9,38192.29
196927.9,38192.29,194497.8,36969.41
194497.8,36969.41,193606.8,36072.64
193606.8,36072.64,192634.8,35420.44
192634.8,35420.44,191419.8,35175.86
191419.8,35175.86,189961.7,35175.86
189961.7,35175.86,188422.7,32974.68
188422.7,32974.68,186883.6,31181.13
186883.6,31181.13,185992.6,29061.47
185992.6,29061.47,184777.6,29061.47
184777.6,29061.47,184777.6,32974.68
184777.6,32974.68,183886.6,36072.64
183886.6,36072.64,184453.6,37866.19
184453.6,37866.19,188098.7,38518.39
188098.7,38518.39,186883.6,39415.17
186883.6,39415.17,185992.6,39089.07
185992.6,39089.07,185992.6,40964.15
185992.6,40964.15,185101.6,40964.15
185101.6,40964.15,185101.6,40067.37
185101.6,40067.37,184453.6,39741.27
184453.6,39741.27,183886.6,39741.27
183886.6,39741.27,183886.6,38518.39
183886.6,38518.39,183886.6,36643.31
183886.6,36643.31,183238.5,34523.66
183238.5,34523.66,181699.5,34849.76
181699.5,34849.76,180808.5,36072.64
180808.5,36072.64,180484.5,35420.44
180484.5,35420.44,181456.5,34523.66
181456.5,34523.66,182347.5,33626.88
182347.5,33626.88,182023.5,31507.23
182023.5,31507.23,181699.5,29632.15
181699.5,29632.15,181132.5,28409.27
181132.5,28409.27,179593.4,27838.59
179593.4,27838.59,179593.4,26289.61
179593.4,26289.61,178702.4,25392.84
178702.4,25392.84,176839.4,24414.53
176839.4,24414.53,179026.4,22947.08
179026.4,22947.08,179593.4,21072
179593.4,21072,181132.5,20175.22
181132.5,20175.22,180808.5,18952.35
180808.5,18952.35,180484.5,16832.69
180484.5,16832.69,179269.4,16180.49
179269.4,16180.49,179026.4,14386.94
179026.4,14386.94,177163.4,14386.94
177163.4,14386.94,174733.3,14631.51
174733.3,14631.51,173518.3,13734.73
173518.3,13734.73,172627.2,11941.18
172627.2,11941.18,172303.2,10392.2
172303.2,10392.2,170764.2,9740
170764.2,9740,168091.1,11288.98
168091.1,11288.98,165904.1,13734.73
165904.1,13734.73,166552.1,17077.27
166552.1,17077.27,165904.1,19278.45
165904.1,19278.45,165013,21968.78
165013,21968.78,163474,22947.08
163474,22947.08,162016,23843.86
162016,23843.86,160476.9,24414.53
160476.9,24414.53,158613.9,25637.41
158613.9,25637.41,156183.8,25963.51
156183.8,25963.51,154968.8,27186.39
154968.8,27186.39,152538.7,27838.59
152538.7,27838.59,151323.7,27838.59
151323.7,27838.59,148893.6,27512.49
148893.6,27512.49,148650.6,26860.29
148650.6,26860.29,148326.6,25066.74
148326.6,25066.74,148002.6,22947.08
148002.6,22947.08,146787.6,21724.2
146787.6,21724.2,145248.5,21072
145248.5,21072,143790.5,20501.33
143790.5,20501.33,141360.4,20175.22
141360.4,20175.22,138282.3,18952.35
138282.3,18952.35,135852.3,20501.33
135852.3,20501.33,134961.2,21968.78
134961.2,21968.78,135528.2,23517.76
135528.2,23517.76,137067.3,24414.53
137067.3,24414.53,136500.3,27838.59
136500.3,27838.59,136500.3,29958.25
136500.3,29958.25,137958.3,31751.8
137958.3,31751.8,139821.4,32974.68
139821.4,32974.68,142251.4,33300.78
142251.4,33300.78,144033.5,35746.54
144033.5,35746.54,146220.5,36969.41
146220.5,36969.41,147435.6,37295.52
147435.6,37295.52,149865.6,38192.29
149865.6,38192.29,151323.7,39089.07
151323.7,39089.07,152538.7,39089.07
152538.7,39089.07,152862.7,38192.29
152862.7,38192.29,153186.7,36643.31
153186.7,36643.31,155940.8,35420.44
155940.8,35420.44,157398.8,35420.44
157398.8,35420.44,158046.9,38192.29
158046.9,38192.29,158937.9,39741.27
158937.9,39741.27,158613.9,40311.95
158613.9,40311.95,160800.9,40964.15
160800.9,40964.15,162583,40964.15
162583,40964.15,164122,41534.83
164122,41534.83,166552.1,43736.01
166552.1,43736.01,168334.1,43980.58
168334.1,43980.58,168982.2,44958.88
168982.2,44958.88,169549.2,47078.54
169549.2,47078.54,170521.2,49524.29
170521.2,49524.29,171979.2,49850.39
171979.2,49850.39,173842.3,49524.29
173842.3,49524.29,174733.3,50747.17
174733.3,50747.17,175624.3,51970.05
175624.3,51970.05,176596.4,52540.73
176596.4,52540.73,176839.4,55312.58
176839.4,55312.58,177487.4,57187.66
177487.4,57187.66,178702.4,58410.54
178702.4,58410.54,180484.5,58981.22
180484.5,58981.22,182023.5,59633.42
182023.5,59633.42,184129.6,61753.07
184129.6,61753.07,185101.6,63872.73
185101.6,63872.73,185101.6,65747.81
185101.6,65747.81,185668.6,67867.46
185668.6,67867.46,186559.6,70313.22
186559.6,70313.22,186559.6,72758.97
186559.6,72758.97,188746.7,73085.07
188746.7,73085.07,190528.7,73981.85
190528.7,73981.85,192067.8,75204.73
192067.8,75204.73,192634.8,73329.65
192634.8,73329.65,193849.8,71862.2
193849.8,71862.2,196036.9,71536.1
196036.9,71536.1,197818.9,71210
197818.9,71210,197818.9,72432.87
197818.9,72432.87,196036.9,72106.77
196036.9,72106.77,194821.8,71862.2
194821.8,71862.2,194173.8,74307.95
194173.8,74307.95,193606.8,76753.71
193606.8,76753.71,194821.8,78547.26
194821.8,78547.26,197494.9,78547.26
197494.9,78547.26,199358,78547.26
199358,78547.26,203003.1,78873.36
203003.1,78873.36,205109.1,81889.8
205109.1,81889.8,205433.1,83764.88
205433.1,83764.88,205433.1,85884.53
205433.1,85884.53,207539.2,88004.19
207539.2,88004.19,210293.3,88656.39
210293.3,88656.39,211508.3,90205.37
211508.3,90205.37,212723.3,91102.14
212723.3,91102.14,213614.4,93221.8
213614.4,93221.8,215153.4,94770.78
215153.4,94770.78,216368.4,95667.55
216368.4,95667.55,217583.5,96890.43
217583.5,96890.43,218798.5,96890.43
218798.5,96890.43,219689.5,98113.3
219689.5,98113.3,221228.6,100233
221228.6,100233,220580.5,102678.7
220580.5,102678.7,220013.5,104553.8
220013.5,104553.8,220337.5,107570.2
220337.5,107570.2,220580.5,109445.3
220580.5,109445.3,221228.6,112217.2
221228.6,112217.2,221228.6,114010.7
221228.6,114010.7,222119.6,116130.4
222119.6,116130.4,223010.6,118331.6
223010.6,118331.6,222767.6,119799
222767.6,119799,222443.6,121674.1
222443.6,121674.1,222443.6,123467.6
222443.6,123467.6,222443.6,124690.5
222443.6,124690.5,227303.7,124690.5
227303.7,124690.5,230624.8,123793.7
230624.8,123793.7,231839.8,122570.9
231839.8,122570.9,233945.9,121021.9
233945.9,121021.9,235809,120451.2
235809,120451.2,237348,120451.2
237348,120451.2,238563,122000.2
238563,122000.2,239778.1,123467.6
239778.1,123467.6,240993.1,124690.5
240993.1,124690.5,241884.1,126239.5
241884.1,126239.5,243423.2,127136.3
243423.2,127136.3,244881.2,127462.4
244881.2,127462.4,246744.3,128359.2
246744.3,128359.2,248850.3,129337.5
248850.3,129337.5,251280.4,129908.1
251280.4,129908.1,253710.4,129908.1
253710.4,129908.1,255249.5,130560.3
255249.5,130560.3,253710.4,131131
253710.4,131131,251928.4,131783.2
251928.4,131783.2,250065.3,130804.9
250065.3,130804.9,248850.3,130560.3
248850.3,130560.3,246420.2,129908.1
246420.2,129908.1,245529.2,130560.3
245529.2,130560.3,244881.2,133250.7
244881.2,133250.7,243666.2,135125.7
243666.2,135125.7,243099.2,136919.3
243099.2,136919.3,241884.1,138142.2
241884.1,138142.2,244638.2,138468.3
244638.2,138468.3,245205.2,141566.2
245205.2,141566.2,244881.2,143359.8
244881.2,143359.8,248526.3,144256.6
248526.3,144256.6,250956.4,144256.6
250956.4,144256.6,253386.4,144908.8
253386.4,144908.8,255573.5,145479.4
255573.5,145479.4,258570.6,145234.9
258570.6,145234.9,260433.6,145234.9
260433.6,145234.9,264483.7,145805.5
264483.7,145805.5,265374.8,146376.2
265374.8,146376.2,266913.8,147028.4
266913.8,147028.4,268128.8,146376.2
268128.8,146376.2,270801.9,146376.2
270801.9,146376.2,272340.9,147354.5
272340.9,147354.5,274204,148251.3
274204,148251.3,275986,147599.1
275986,147599.1,278092.1,147354.5
278092.1,147354.5,279631.1,146702.3
279631.1,146702.3,283276.2,145805.5
283276.2,145805.5,285382.3,146131.6
285382.3,146131.6,286921.3,145479.4
286921.3,145479.4,288136.4,146131.6
288136.4,146131.6,289999.4,146376.2
289999.4,146376.2,291457.5,146376.2
291457.5,146376.2,292996.5,145805.5
292996.5,145805.5,294859.6,144908.8
294859.6,144908.8,296641.6,144908.8
296641.6,144908.8,297532.6,144256.6
297532.6,144256.6,298504.7,143359.8
298504.7,143359.8,299962.7,143033.7
299962.7,143033.7,300286.7,141484.7
300286.7,141484.7,301825.7,140914
301825.7,140914,303364.8,140261.8
303364.8,140261.8,305470.8,140261.8
305470.8,140261.8,307576.9,140587.9
307576.9,140587.9,309115.9,140587.9
309115.9,140587.9,310655,141240.1
310655,141240.1,312113,141810.8
312113,141810.8,313652.1,141810.8
313652.1,141810.8,314867.1,142136.9
314867.1,142136.9,316082.1,142707.6
316082.1,142707.6,317297.2,143033.7
317297.2,143033.7,318512.2,143033.7
318512.2,143033.7,320051.2,143033.7
320051.2,143033.7,321833.3,142707.6
321833.3,142707.6,323372.3,142463
323372.3,142463,325478.4,142136.9
325478.4,142136.9,327665.4,142136.9
327665.4,142136.9,327665.4,140587.9
327665.4,140587.9,329123.5,142463
329123.5,142463,330338.5,145153.3
330338.5,145153.3,330662.5,147028.4
330662.5,147028.4,329771.5,148822
329771.5,148822,329123.5,150044.9
329123.5,150044.9,329123.5,151919.9
329123.5,151919.9,329447.5,154039.6
329447.5,154039.6,329771.5,155588.6
329771.5,155588.6,329771.5,156485.3
329771.5,156485.3,331310.5,156811.4
331310.5,156811.4,331310.5,159257.2
331310.5,159257.2,330986.5,160154
330986.5,160154,332201.6,161376.9
332201.6,161376.9,332525.6,163251.9
332525.6,163251.9,332525.6,164474.8
332525.6,164474.8,335198.6,164474.8
335198.6,164474.8,336737.7,165697.7
336737.7,165697.7,337952.7,168143.4
337952.7,168143.4,340058.8,169366.3
340058.8,169366.3,341273.8,171159.9
341273.8,171159.9,342488.8,172382.8
342488.8,172382.8,343703.9,172708.9
343703.9,172708.9,344918.9,174502.4
344918.9,174502.4,346782,174502.4
346782,174502.4,348321,174828.5
348321,174828.5,349536,175154.6
349536,175154.6,350751.1,177600.4
350751.1,177600.4,352857.1,180046.1
352857.1,180046.1,353424.1,182491.9
353424.1,182491.9,354396.2,184285.4
354396.2,184285.4,354639.2,185834.4
354639.2,185834.4,356178.2,186731.2
356178.2,186731.2,358041.3,188280.2
358041.3,188280.2,358932.3,189829.2
358932.3,189829.2,359823.3,192601
359823.3,192601,361929.4,195046.8
361929.4,195046.8,363792.4,196840.3
363792.4,196840.3,365007.4,197166.4
365007.4,197166.4,363792.4,196840.3
363792.4,196840.3,363630.4,197981.7
363630.4,197981.7,361848.4,197084.9
361848.4,197084.9,359742.3,196758.8
359742.3,196758.8,358527.3,195535.9
358527.3,195535.9,357879.3,193986.9
357879.3,193986.9,356988.2,191867.3
356988.2,191867.3,354558.2,190318.3
354558.2,190318.3,353586.1,188280.2
353586.1,188280.2,353586.1,188280.2
353586.1,188280.2,352938.1,189258.5
352938.1,189258.5,352938.1,190807.5
352938.1,190807.5,353262.1,192601
353262.1,192601,352938.1,194150
352938.1,194150,351723.1,195372.9
351723.1,195372.9,351723.1,197492.5
351723.1,197492.5,352047.1,198715.4
352047.1,198715.4,352047.1,200264.4
352047.1,200264.4,353262.1,201487.3
353262.1,201487.3,353910.1,203036.2
353910.1,203036.2,352371.1,204259.1
352371.1,204259.1,352371.1,205400.5
352371.1,205400.5,352938.1,206623.3
352938.1,206623.3,353586.1,208498.4
353586.1,208498.4,353910.1,210618.1
353910.1,210618.1,353586.1,212411.6
353586.1,212411.6,352371.1,213389.9
352371.1,213389.9,350265,213389.9
350265,213389.9,349050,213389.9
349050,213389.9,348078,214286.7
348078,214286.7,347187,215509.6
347187,215509.6,345971.9,216406.4
345971.9,216406.4,345080.9,217303.1
345080.9,217303.1,345080.9,218526
345080.9,218526,344189.9,219504.3
344189.9,219504.3,343217.9,220401.1
343217.9,220401.1,342326.8,220971.8
342326.8,220971.8,341111.8,222194.7
341111.8,222194.7,339005.7,223417.5
339005.7,223417.5,337790.7,223173
337790.7,223173,337790.7,222194.7
337790.7,222194.7,336575.7,221950.1
336575.7,221950.1,335360.6,221297.9
335360.6,221297.9,333497.6,221297.9
333497.6,221297.9,332039.6,221624
332039.6,221624,332039.6,222520.8
332039.6,222520.8,331391.5,223173
331391.5,223173,330824.5,224069.7
330824.5,224069.7,329609.5,224966.5
329609.5,224966.5,328961.5,226841.6
328961.5,226841.6,328637.5,228309
328637.5,228309,327422.4,229531.9
327422.4,229531.9,327179.4,231080.9
327179.4,231080.9,324992.4,232303.8
324992.4,232303.8,324992.4,233852.8
324992.4,233852.8,324749.4,235972.4
324749.4,235972.4,324425.4,237521.4
324425.4,237521.4,324101.3,238744.3
324101.3,238744.3,323210.3,239641
323210.3,239641,323534.3,240537.8
323534.3,240537.8,323534.3,241760.7
323534.3,241760.7,322562.3,243635.8
322562.3,243635.8,322319.3,246407.6
322319.3,246407.6,323777.3,247630.5
323777.3,247630.5,325316.4,248853.4
325316.4,248853.4,323777.3,249750.2
323777.3,249750.2,323777.3,251299.1
323777.3,251299.1,324425.4,252766.6
324425.4,252766.6,324992.4,253744.9
324992.4,253744.9,326531.4,254967.8
326531.4,254967.8,326855.4,257087.4
326855.4,257087.4,328070.5,258636.4
328070.5,258636.4,329609.5,259207.1
329609.5,259207.1,330824.5,259859.3
330824.5,259859.3,332606.6,261082.2
332606.6,261082.2,330824.5,261652.8
330824.5,261652.8,331391.5,263527.9
331391.5,263527.9,332039.6,265647.6
332039.6,265647.6,332606.6,267196.6
332606.6,267196.6,333497.6,268419.4
333497.6,268419.4,334469.6,269886.9
334469.6,269886.9,332930.6,270539.1
332930.6,270539.1,330824.5,270213
330824.5,270213,328961.5,270213
328961.5,270213,327179.4,270539.1
327179.4,270539.1,326207.4,270865.2
326207.4,270865.2,324992.4,272332.6
324992.4,272332.6,323210.3,273555.5
323210.3,273555.5,321671.3,275104.5
321671.3,275104.5,321104.3,276327.4
321104.3,276327.4,319889.2,277224.2
319889.2,277224.2,318350.2,277876.4
318350.2,277876.4,317459.2,279099.2
317459.2,279099.2,317135.2,280648.2
317135.2,280648.2,316811.1,282441.8
316811.1,282441.8,317459.2,283664.6
317459.2,283664.6,318674.2,284316.8
318674.2,284316.8,321104.3,284561.4
321104.3,284561.4,322562.3,285784.3
322562.3,285784.3,324101.3,286762.6
324101.3,286762.6,326207.4,287007.2
326207.4,287007.2,327746.4,287333.3
327746.4,287333.3,329609.5,287659.4
329609.5,287659.4,329609.5,288882.3
329609.5,288882.3,331391.5,290431.2
331391.5,290431.2,332039.6,291898.7
332039.6,291898.7,332039.6,294099.9
332039.6,294099.9,331391.5,294996.7
331391.5,294996.7,330500.5,294344.4
330500.5,294344.4,328961.5,293773.8
328961.5,293773.8,327179.4,293447.7
327179.4,293447.7,325964.4,291898.7
325964.4,291898.7,324101.3,291001.9
324101.3,291001.9,323210.3,292877
323210.3,292877,322886.3,294996.7
322886.3,294996.7,323777.3,297116.3
323777.3,297116.3,324992.4,298339.2
324992.4,298339.2,326531.4,299562.1
326531.4,299562.1,326855.4,301111
326855.4,301111,328070.5,301681.7
328070.5,301681.7,329285.5,303230.7
329285.5,303230.7,329285.5,304453.6
329285.5,304453.6,329285.5,305676.5
329285.5,305676.5,330500.5,306899.3
330500.5,306899.3,331067.5,308122.2
331067.5,308122.2,331715.5,308774.4
331715.5,308774.4,332606.6,310241.9
332606.6,310241.9,334712.6,310568
334712.6,310568,334712.6,311790.8
334712.6,311790.8,333821.6,313665.9
333821.6,313665.9,332282.6,314888.8
332282.6,314888.8,330500.5,316111.7
330500.5,316111.7,329609.5,317334.6
329609.5,317334.6,328394.5,317905.2
328394.5,317905.2,326855.4,318802
326855.4,318802,324992.4,319128.1
324992.4,319128.1,323534.3,320024.9
323534.3,320024.9,321995.3,320351
321995.3,320351,321671.3,321573.9
321671.3,321573.9,321347.3,323448.9
321347.3,323448.9,321995.3,324671.8
321995.3,324671.8,322319.3,326139.3
322319.3,326139.3,323777.3,327117.6
323777.3,327117.6,323777.3,329237.2
323777.3,329237.2,323777.3,330786.2
323777.3,330786.2,324425.4,332253.7
324425.4,332253.7,325964.4,334454.8
325964.4,334454.8,328070.5,334454.8
328070.5,334454.8,329609.5,334699.4
329609.5,334699.4,331067.5,334699.4
331067.5,334699.4,332282.6,335351.6
332282.6,335351.6,332282.6,337471.3
332282.6,337471.3,333821.6,337797.4
333821.6,337797.4,334712.6,337797.4
334712.6,337797.4,335684.7,336248.4
335684.7,336248.4,338357.7,335351.6
338357.7,335351.6,340220.8,335677.7
340220.8,335677.7,341435.8,335677.7
341435.8,335677.7,342974.9,335351.6
342974.9,335351.6,344189.9,333232
344189.9,333232,345971.9,331030.8
345971.9,331030.8,347511,331683
347511,331683,348726,332579.8
348726,332579.8,349293,333476.5
349293,333476.5,350265,334699.4
350265,334699.4,349941,337471.3
349941,337471.3,349941,339346.4
349941,339346.4,349050,341139.9
349050,341139.9,346863,341792.1
346863,341792.1,345404.9,342362.8
345404.9,342362.8,344189.9,343259.6
344189.9,343259.6,342650.8,344808.5
342650.8,344808.5,342326.8,346357.5
342326.8,346357.5,342002.8,347906.5
342002.8,347906.5,341111.8,349700.1
341111.8,349700.1,340544.8,351575.1
340544.8,351575.1,339896.8,353694.8
339896.8,353694.8,339896.8,355814.4
339896.8,355814.4,338357.7,356140.5
338357.7,356140.5,336899.7,356466.6
336899.7,356466.6,335360.6,357689.5
335360.6,357689.5,334145.6,358260.2
334145.6,358260.2,334145.6,359809.2
334145.6,359809.2,335684.7,360379.9
335684.7,360379.9,336251.7,361602.7
336251.7,361602.7,337790.7,362825.6
337790.7,362825.6,337790.7,364700.7
337790.7,364700.7,335684.7,366249.7
335684.7,366249.7,335036.6,366820.3
335036.6,366820.3,333254.6,368369.3
333254.6,368369.3,331715.5,369918.3
331715.5,369918.3,327989.4,368858.5
327989.4,368858.5,327989.4,368858.5
327989.4,368858.5,326936.4,374076.1
326936.4,374076.1,325721.4,375299
325721.4,375299,325397.4,376521.8
325397.4,376521.8,325073.4,377744.7
325073.4,377744.7,324182.3,378967.6
324182.3,378967.6,322967.3,380516.6
322967.3,380516.6,321104.3,381413.4
321104.3,381413.4,320213.2,383206.9
320213.2,383206.9,319889.2,384837.4
319889.2,384837.4,320213.2,386631
320213.2,386631,321752.3,387201.6
321752.3,387201.6,322967.3,387853.8
322967.3,387853.8,324182.3,388424.5
324182.3,388424.5,326288.4,389647.4
326288.4,389647.4,328718.5,390544.2
328718.5,390544.2,329366.5,389076.7
329366.5,389076.7,330824.5,387853.8
330824.5,387853.8,332687.6,386631
332687.6,386631,333254.6,385408.1
333254.6,385408.1,334793.6,382636.2
334793.6,382636.2,335117.6,381087.3
335117.6,381087.3,335684.7,379293.7
335684.7,379293.7,337547.7,377744.7
337547.7,377744.7,338438.7,375869.6
338438.7,375869.6,340868.8,374646.8
340868.8,374646.8,342731.8,374972.9
342731.8,374972.9,343622.9,376195.7
343622.9,376195.7,345161.9,375869.6
345161.9,375869.6,346944,375299
346944,375299,348483,375625.1
348483,375625.1,348483,377418.6
348483,377418.6,348483,378641.5
348483,378641.5,350913.1,379864.4
350913.1,379864.4,352695.1,381087.3
352695.1,381087.3,354558.2,381739.5
354558.2,381739.5,355449.2,382310.1
355449.2,382310.1,353343.1,381739.5
353343.1,381739.5,351480.1,381413.4
351480.1,381413.4,349374,380190.5
349374,380190.5,348483,378967.6
348483,378967.6,345728.9,378967.6
345728.9,378967.6,343622.9,378967.6
343622.9,378967.6,341192.8,379864.4
341192.8,379864.4,339329.8,380761.2
339329.8,380761.2,338114.7,381739.5
338114.7,381739.5,336656.7,383206.9
336656.7,383206.9,335441.6,384755.9
335441.6,384755.9,333902.6,386304.9
333902.6,386304.9,333011.6,387527.7
333011.6,387527.7,332363.6,389973.5
332363.6,389973.5,331796.6,391767.1
331796.6,391767.1,331796.6,393642.1
331796.6,393642.1,330257.5,394538.9
330257.5,394538.9,329366.5,396414
329366.5,396414,329366.5,397881.4
329366.5,397881.4,329366.5,399430.4
329366.5,399430.4,328718.5,400653.3
