"V1","V2","V3","V4"
45.99705124,-123.9078522,45.51576614,-123.8448257
45.51576614,-123.8448257,45.50430679,-123.9135818
45.50430679,-123.9135818,43.92867661,-124.1141129
43.92867661,-124.1141129,42.84578323,-124.5323792
42.84578323,-124.5323792,42.49628067,-124.3834152
42.49628067,-124.3834152,41.9405098,-124.2000656
41.9405098,-124.2000656,41.62538147,-124.0969315
41.62538147,-124.0969315,41.09826279,-124.1255722
41.09826279,-124.1255722,40.70292282,-124.2860031
40.70292282,-124.2860031,40.37060547,-124.3318481
40.37060547,-124.3318481,39.860672,-123.8562851
39.860672,-123.8562851,38.99550629,-123.7073212
38.99550629,-123.7073212,38.19909668,-122.9166336
38.19909668,-122.9166336,38.02148056,-122.9338303
38.02148056,-122.9338303,37.83813095,-122.4582672
37.83813095,-122.4582672,38.12461472,-122.4639969
38.12461472,-122.4639969,38.07877731,-122.1775208
38.07877731,-122.1775208,38.02720642,-122.3379517
38.02720642,-122.3379517,37.54592514,-122.0743866
37.54592514,-122.0743866,37.59175873,-122.2519989
37.59175873,-122.2519989,37.72927094,-122.3436737
37.72927094,-122.3436737,37.78656769,-122.4811935
37.78656769,-122.4811935,37.15631485,-122.3207626
37.15631485,-122.3207626,36.90994263,-121.7993622
36.90994263,-121.7993622,36.63492203,-121.8509293
36.63492203,-121.8509293,36.46303177,-121.891037
36.46303177,-121.891037,35.91872406,-121.4441376
35.91872406,-121.4441376,35.46608734,-120.848259
35.46608734,-120.848259,35.31138992,-120.853981
35.31138992,-120.853981,35.18533707,-120.65345
35.18533707,-120.65345,34.62956619,-120.6190796
34.62956619,-120.6190796,34.55508423,-120.4987564
34.55508423,-120.4987564,34.42903519,-119.8398514
34.42903519,-119.8398514,34.44049454,-119.5820236
34.44049454,-119.5820236,34.22850037,-119.1981354
34.22850037,-119.1981354,34.03942108,-118.7283173
34.03942108,-118.7283173,34.03942108,-118.5335083
34.03942108,-118.5335083,33.76440048,-118.3673553
33.76440048,-118.3673553,33.77586365,-118.2355728
33.77586365,-118.2355728,33.31176376,-117.4334259
33.31176376,-117.4334259,32.85340118,-117.2558136
32.85340118,-117.2558136,32.64140701,-117.10112
32.64140701,-117.10112,32.59556961,-117.1125717
32.59556961,-117.1125717,32.73308182,-114.7348022
32.73308182,-114.7348022,32.57838058,-114.7978134
32.57838058,-114.7978134,31.41527748,-111.2970505
31.41527748,-111.2970505,31.34652138,-108.9020844
31.34652138,-108.9020844,31.35225105,-108.2317276
31.35225105,-108.2317276,31.78769684,-108.2202682
31.78769684,-108.2202682,31.78196907,-106.547226
31.78196907,-106.547226,31.61008072,-106.3123169
31.61008072,-106.3123169,30.71626663,-105.1148376
30.71626663,-105.1148376,30.36103439,-104.8168945
30.36103439,-104.8168945,29.65056419,-104.5361481
29.65056419,-104.5361481,28.97447586,-103.2584534
28.97447586,-103.2584534,29.18647003,-102.9375992
29.18647003,-102.9375992,29.63337708,-102.7427902
29.63337708,-102.7427902,29.742239,-102.5479889
29.742239,-102.5479889,29.85110283,-102.3646393
29.85110283,-102.3646393,29.742239,-101.4077988
29.742239,-101.4077988,29.742239,-101.4077988
41.40192795,-70.45088959,41.39047241,-70.53110504
41.39047241,-70.53110504,41.43058014,-70.697258
41.43058014,-70.697258,41.34463501,-70.77747345
41.34463501,-70.77747345,41.35036469,-70.80612946
41.35036469,-70.80612946,41.40192795,-70.45088959
41.40192795,-70.45088959,41.40192795,-70.45088959
41.27587891,-70.0612793,41.34463501,-69.99253082
41.34463501,-69.99253082,41.28733826,-69.96960449
41.28733826,-69.96960449,41.27587891,-69.9524231
41.27587891,-69.9524231,41.27587891,-70.21024323
41.27587891,-70.21024323,41.27587891,-70.0612793
41.27587891,-70.0612793,41.27587891,-70.0612793
40.80605316,-73.92874146,40.72010803,-74.02615356
40.72010803,-74.02615356,40.7086525,-74.02041626
40.7086525,-74.02041626,40.80605316,-73.92874146
40.80605316,-73.92874146,40.80605316,-73.92874146
40.48519897,-74.27824402,40.55395126,-74.12928009
40.55395126,-74.12928009,40.58832932,-74.08344269
40.58832932,-74.08344269,40.66281509,-74.09490204
40.66281509,-74.09490204,40.48519897,-74.27824402
40.48519897,-74.27824402,40.48519897,-74.27824402
40.89772797,-72.49635315,40.87480927,-72.53646088
40.87480927,-72.53646088,40.93783569,-72.58802032
40.93783569,-72.58802032,41.14410019,-72.34164429
41.14410019,-72.34164429,40.95502472,-72.96617126
40.95502472,-72.96617126,40.96075439,-73.1667099
40.96075439,-73.1667099,40.72010803,-73.94593048
40.72010803,-73.94593048,40.58259964,-74.00322723
40.58259964,-74.00322723,40.62270737,-73.89437103
40.62270737,-73.89437103,40.63416672,-73.86571503
40.63416672,-73.86571503,40.62270737,-73.77977753
40.62270737,-73.77977753,40.79459763,-72.76564026
40.79459763,-72.76564026,41.02950668,-71.90047455
41.02950668,-71.90047455,41.01231766,-72.14684296
41.01231766,-72.14684296,40.89772797,-72.49635315
40.89772797,-72.49635315,40.89772797,-72.49635315
48.56963348,-123.0197678,48.43785095,-122.9624786
48.43785095,-122.9624786,48.47795868,-123.0426865
48.47795868,-123.0426865,48.58108902,-123.0942535
48.58108902,-123.0942535,48.56963348,-123.0197678
48.56963348,-123.0197678,48.56963348,-123.0197678
48.4034729,-122.8249588,48.54098129,-122.8364182
48.54098129,-122.8364182,48.4034729,-122.8249588
48.4034729,-122.8249588,48.4034729,-122.8249588
48.6097374,-122.767662,48.63838959,-122.8536148
48.63838959,-122.8536148,48.59828186,-122.9452896
48.59828186,-122.9452896,48.64411545,-122.9510117
48.64411545,-122.9510117,48.71287155,-122.8364182
48.71287155,-122.8364182,48.6097374,-122.767662
48.6097374,-122.767662,48.6097374,-122.767662
48.1742897,-122.6702652,48.37482452,-122.6186981
48.37482452,-122.6186981,48.27742386,-122.5098419
48.27742386,-122.5098419,48.21439743,-122.6072388
48.21439743,-122.6072388,48.03105164,-122.4926529
48.03105164,-122.4926529,48.03105164,-122.4697342
48.03105164,-122.4697342,47.92791748,-122.3207626
47.92791748,-122.3207626,48.1742897,-122.6702652
48.1742897,-122.6702652,48.1742897,-122.6702652
