City,Northing,Easting,X9.14.18,X9.21.18,X9.28.18,X10.5.18,X10.12.18,X10.19.18,X10.26.18,X11.2.18,X11.9.18,X11.16.18,X11.23.18,X11.30.18,X12.7.18,X12.14.18,X12.21.18,X12.28.18,X1.4.19,X1.11.19,X1.18.19,X1.25.19,X2.1.19,X2.8.19,X2.15.19,X2.22.19,X3.1.19,X3.8.19,X3.15.19
Newark,40.7241,-74.17324,0,1.39963236323259,1.86617648431012,12.3634192085546,44.0884194418266,92.375735973351,100.540258092208,87.7102947625757,41.2891547153614,25.8931987198029,16.3290442377136,13.0632353901708,13.2965074507096,18.4284927825624,21.9275736906439,16.3290442377136,16.7955883587911,15.3959559955585,13.2965074507096,0,11.6636030269383,10.4972427242444,7.46470593724049,10.7305147847832,12.5966912690933,8.86433830047308,10.4972427242444
Oakland,37.77154,-122.22455,1.8673613250796,0,0.933680662539798,1.4005209938097,8.40312596285818,19.6072939133358,64.4239657152461,110.641158510966,73.2939320093741,32.6788231888929,17.7399325882562,5.60208397523879,7.46944530031838,8.86996629412808,15.4057309319067,18.673613250796,30.8114618638133,42.9493104768307,51.8192767709588,29.4109408700036,17.7399325882562,8.40312596285818,3.73472265015919,1.4005209938097,0.933680662539798,0,0
Omaha,41.2639,-96.01174,0.554741934052279,0,1.10948386810456,3.88319353836595,37.722451515555,88.7587094483646,81.547064305685,52.1457418009142,64.9048062841166,26.6276128345094,21.0801934939866,18.8612257577775,51.0362579328097,85.9849997781032,56.0289353392802,31.6202902409799,13.868548351307,13.868548351307,9.43061287888874,9.43061287888874,6.10216127457507,6.65690320862735,5.54741934052279,6.65690320862735,0,0,0
Philadelphia,40.00681,-75.13467,1.13547912393244,1.8167665982919,4.31482067094326,40.082413074815,149.599374578099,260.989876635871,171.514121669995,68.2990693045361,21.2902335737332,9.31092881624598,5.84771748825205,5.27997792628583,5.79094353205543,5.96126540064529,8.11867573611692,7.21029243697097,8.0619017799203,11.0141475021446,13.0012359690264,14.7044546549251,17.4863785085595,14.8747765235149,13.1715578376163,13.1147838814196,11.7522089327007,10.3896339839818,9.31092881624598
Pittsburgh,40.4392,-79.9767,2.02257531143446,2.86531502453215,5.73063004906431,11.6298080407482,19.2144654586274,65.5651496790004,97.0836149488541,106.185203850309,134.501258210392,89.6675054735944,64.8909579085223,50.0587389580029,33.7095885239077,34.0466844091468,24.2709037372135,21.4055887126814,16.6862463193343,17.3604380898125,18.7088216307688,24.4394516798331,29.3273420157997,24.4394516798331,27.4733146469848,23.0910681388768,22.5854243110181,19.5515613438665,19.8886572291055
Providence,41.82195,-71.41973,1.51737585020466,3.79343962551164,7.58687925102328,37.5550522925652,70.5579770345165,96.7327104505468,82.6969838361537,51.2114349444071,24.6573575658257,13.6563826518419,12.5183507641884,8.72491113867677,12.8976947267396,14.7944145394954,17.0704783148024,24.2780136032745,17.8291662399047,22.3812937905187,23.5193256781722,23.139981715621,13.2770386892907,11.3803188765349,10.6216309514326,5.3108154757163,7.96622321357444,13.6563826518419,8.34556717612561
Richmond,37.53105,-77.47458,2.48881588362297,1.86661191271723,2.48881588362297,25.5103628071354,81.5087201886522,122.574182268431,79.642108275935,44.1764819343077,17.4217111853608,14.3106913308321,8.08865162177465,14.9328953017378,17.4217111853608,34.8434223707216,31.7324025161929,0,31.1101985452871,16.1773032435493,21.1549350107952,18.6661191271723,14.3106913308321,6.84424367996317,5.59983573815168,0,0,11.8218754472091,6.22203970905742
Rochester,43.16865,-77.61583,0.377563657232609,0.377563657232609,2.64294560062827,2.26538194339566,13.5922916603739,38.5114930377262,80.4210589905458,78.9108043616154,39.2666203521914,19.6333101760957,15.1025462893044,13.9698553176065,18.5006192043979,24.5416377201196,32.848038179237,27.5621469779805,22.276255776724,9.81665508804785,6.41858217295436,7.9288368018848,4.53076388679131,6.04101851572175,6.04101851572175,0,3.77563657232609,7.17370948741958,5.66345485848914
Seattle,47.6218,-122.35032,1.26858476683412,0.63429238341706,1.26858476683412,0,23.7859643781397,34.2517887045212,50.7433906733648,34.5689348962298,26.957426295225,21.8830872278886,10.78297051809,14.9058710103009,24.4202567615568,37.106104429898,32.6660577459786,24.7374029532653,17.4430405439691,22.2002334195971,18.0773329273862,18.0773329273862,8.56294717613031,12.6858476683412,6.66007002587913,3.80575430050236,3.80575430050236,6.3429238341706,2.53716953366824
Spokane,47.6723,-117.41402,1.91503011384854,0,0.95751505692427,0.95751505692427,3.83006022769708,18.1927860815611,0,18.1927860815611,67.9835690416232,44.0456926185164,28.7254517077281,32.5555119354252,51.7058130739106,72.7711443262445,22.9803613661825,22.9803613661825,9.5751505692427,0,16.2777559677126,15.3202409107883,16.2777559677126,6.70260539846989,7.66012045539416,6.70260539846989,5.74509034154562,0,0
Syracuse,43.04105,-76.14406,0,0,23.5434066070234,86.1193031151644,135.684369656266,156.749522936235,86.7388664469282,42.1303065599366,17.3477732893856,14.2499566305668,4.33694332234641,4.33694332234641,0,5.57606998587396,6.8151966494015,4.95650665411018,4.95650665411018,8.05432331292905,2.47825332705509,8.67388664469282,11.1521399717479,6.19563331763773,6.19563331763773,0,0,9.91301330822037,5.57606998587396
Toledo,41.66395,-83.58164,0.762677608548091,0,1.90669402137023,1.14401641282214,3.43204923846641,18.6856014094282,52.6247549898182,43.8539624915152,32.7951371675679,17.5415849966061,16.0162297795099,10.6774865196733,13.7281969538656,18.6856014094282,32.0324595590198,20.2109566265244,7.24543728120686,5.72008206411068,7.24543728120686,7.62677608548091,6.10142086838473,2.28803282564427,4.1947268470145,8.00811488975495,5.33874325983663,8.77079249830304,10.6774865196733
Worcester,42.26963,-71.80892,4.03109703426432,9.78980708321336,58.1629714943853,114.598329974086,132.450331125828,92.1393607831846,51.2525194356464,33.9763892887993,0,7.48632306363375,16.7002591419522,11.5174200978981,6.33458105384394,5.18283904405413,19.5796141664267,18.4278721566369,23.0348401957961,20.7313561762165,25.3383242153758,12.6691621076879,13.2450331125828,12.093291102793,13.2450331125828,0,4.60696803915923,11.5174200978981,0
