"Easting","Northing","City","Administrative.unit","X6.29.18","X7.6.18","X7.13.18","X7.20.18","X7.27.18","X8.3.18","X8.10.18","X8.17.18","X8.24.18","X8.31.18","X9.7.18","X9.14.18","X9.21.18","X9.28.18","X10.5.18","X10.12.18","X10.19.18","X10.26.18","X11.2.18","X11.9.18","X11.16.18","X11.23.18","X11.30.18","X12.7.18","X12.14.18","X12.21.18","X12.28.18","X1.4.19","X1.11.19","X1.18.19","X1.25.19","X2.1.19","X2.8.19","X2.15.19","X2.22.19","X3.1.19","X3.8.19","X3.15.19","X3.22.19","X3.29.19","X4.5.19","X4.12.19","X4.19.19","X4.26.19","X5.3.19","X5.10.19"
300500,202500,"Aberdare U.D.","Aberdare U.D.",0,0,2.1,5.2,6.3,9.4,1,1,0,1,0,0,0,0,0,1,3.1,0,5.2,11.5,22.9,25,26.1,6.3,4.2,2.1,1,0,0,1,2.1,1,0,3.1,6.3,11.5,15.6,7.3,5.2,4.2,2.1,3.1,0,1,0,2.1
326500,203500,"Abersychan U.D.","Abersychan U.D.",0,0,2.1,2.1,2.1,0,4.2,0,2.1,0,4.2,0,2.1,6.4,12.7,8.5,8.5,19.1,14.8,4.2,2.1,0,2.1,2.1,8.5,0,0,0,0,2.1,0,0,0,0,2.1,0,0,2.1,4.2,2.1,2.1,2.1,0,2.1,0,0
321500,204500,"Abertillery U.D.","Abertillery U.D.",2.9,4.3,15.9,10.1,4.3,2.9,0,1.4,0,0,0,0,0,0,0,0,0,0,2.9,10.1,15.9,33.3,46.4,26.1,15.9,2.9,5.8,1.4,2.9,0,0,0,1.4,0,0,4.3,2.9,4.3,1.4,4.3,0,0,2.9,0,7.2,1.4
375500,428500,"Accrington M.B.","Accrington M.B.",0,9.2,7.8,2.6,0,1.3,1.3,0,0,0,0,1.3,1.3,0,0,0,0,0,1.3,3.9,6.5,7.8,7.8,5.2,3.9,3.9,1.3,0,0,0,0,2.6,0,0,2.6,9.2,13.1,19.6,10.5,11.8,2.6,3.9,3.9,6.5,0,1.3
520500,180500,"Acton U.D.","Acton U.D.",0,0.9,4.6,0,0,0.9,0,0,0,0.9,0.9,0,0,0,0,3.6,3.6,13.7,31,32.8,21.9,23.7,13.7,10,5.5,0,1.8,1.8,1.8,0,0.9,0,1.8,5.5,7.3,5.5,3.6,0,1.8,0.9,0,0.9,0,0.9,1.8,0
486500,150500,"Aldershot U.D.","Aldershot U.D.",0,7.3,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,4.9,26.8,19.5,22,12.2,7.3,14.6,0,0,4.9,0,0,0,0,0,0,0,12.2,2.4,14.6,12.2,4.9,4.9,0,0,0,0,0,0,0
243500,378500,"Anglesey","Anglesey",1.1,2.2,0,0,0,1.1,2.2,1.1,0,0,1.1,0,0,1.1,0,0,1.1,2.2,9.8,7.6,16.4,12,14.2,7.6,4.4,4.4,5.5,0,1.1,3.3,0,2.2,3.3,4.4,6.6,6.63,9.8,6.6,4.4,3.3,3.3,1.1,2.2,1.1,1.1,3.3
427500,587500,"Ashington U.D.","Ashington U.D.",2.1,6.3,16.7,4.2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,20.9,27.1,12.5,4.2,0,4.2,2.1,0,0,0,0,0,6.3,10.4,16.7,8.4,8.4,2.1,0,0,0,2.1,2.1,0,2.1
357500,399500,"Ashton-in-Makerfield U.D.","Ashton-in-Makerfield U.D.",0,7.7,15.3,10.2,12.8,0,0,0,2.6,0,0,0,0,0,0,2.6,0,7.7,25.5,35.7,20.4,23,17.9,15.3,12.8,5.1,5.1,0,0,0,2.6,2.6,0,17.9,20.4,12.8,2.6,2.6,2.6,0,0,2.6,0,0,0,0
394500,399500,"Ashton-under-Lyne M.B.","Ashton-under-Lyne M.B.",0,11.8,15.8,3.9,3.9,1.3,0,1.3,1.3,0,0,0,0,1.3,0,1.3,1.3,0,6.6,5.3,11.8,13.1,22.3,26.3,15.8,2.6,3.9,1.3,1.3,0,0,1.3,2.6,9.2,14.5,14.5,28.9,7.9,7.9,3.9,1.3,1.3,2.6,0,0,0
386500,422500,"Bacup M.B","Bacup M.B",19.4,33.3,11.1,0,5.6,2.8,0,0,0,0,0,0,2.8,2.8,0,0,0,0,0,0,5.6,2.8,0,5.6,2.8,0,2.8,8.3,0,2.8,2.8,0,2.8,5.6,0,16.7,5.6,5.6,5.6,0,5.6,0,2.8,0,2.8,0
554500,184500,"Barking Town U.D.","Barking Town U.D.",0,0,1.7,1.7,1.7,1.7,0,0,0,0,0,0,0,0,0,1.7,1.7,26.4,99,69.3,36.3,18.2,6.6,3.3,1.7,1.7,5,1.7,0,1.7,1.7,1.7,6.6,13.2,6.6,3.3,3.3,1.7,5,0,0,1.7,5,0,0,1.7
522500,176500,"Barnes U.D.","Barnes U.D.",1.7,3.3,1.7,1.7,3.3,1.7,0,0,0,0,0,0,0,0,0,3.3,1.7,5,33.1,28.1,14.9,16.6,18.2,6.6,1.7,0,0,1.7,0,0,0,0,0,3.3,6.6,5,5,3.3,3.3,0,1.7,0,3.3,1.7,0,0
434500,406500,"Barnsley","Barnsley",1.1,8.8,8.8,6.6,4.4,4.4,1.1,3.3,0,0,0,0,0,0,0,0,0,1.1,5.5,14.3,22,24.2,33,30.8,25.3,31.9,23.1,8.8,8.8,1.1,4.4,4.4,2.2,8.8,11,17.6,17.6,23.1,12.1,2.2,1.1,6.6,3.3,1.1,0,0
319500,469500,"Barrow-in-Furness","Barrow-in-Furness",1.3,3.3,3.3,5.2,1.3,0.7,1.3,0,1.3,0,0,0,0.7,0,0,0.7,3.3,16.9,25.4,27.3,19.5,11.1,9.1,6.5,6.5,3.3,0.7,1.3,0.7,0,0,0,0,2.6,7.8,16.3,13.7,11.1,5.9,3.3,0.7,0,0,0,0.7,0
311500,168500,"Barry U.D.","Barry U.D.",0,0,0,3.1,1.5,0,1.5,0,0,0,0,1.5,1.5,0,0,6.2,12.3,16.9,21.6,6.2,1.5,3.1,4.6,7.7,0,0,0,0,0,1.5,0,0,1.5,0,3.1,4.6,3.1,10.8,0,3.1,0,1.5,0,0,1.5,0
374500,164500,"Bath","Bath",0,0.8,0,0.8,0.8,0,1.7,0.8,0.8,0,0,0,0,0.8,1.7,9.1,20.7,26.4,16.5,7.4,8.3,9.1,5,4.1,4.1,0.8,0.8,1.7,0,0.8,2.5,0.8,1.7,0,4.1,3.3,3.3,7.4,3.3,3.3,4.1,2.5,2.5,2.5,0,0
424500,424500,"Batley M.B.","Batley M.B.",0,1.6,19.3,4.8,6.4,0,0,1.6,0,0,0,0,0,0,0,1.6,0,3.2,8,19.3,11.2,33.7,25.7,16.1,8,4.8,1.6,1.6,4.8,1.6,4.8,1.6,1.6,6.4,12.8,28.9,33.7,11.2,4.8,1.6,4.8,0,3.2,3.2,3.2,0
537500,169500,"Beckenham U.D.","Beckenham U.D.",0,1.8,1.8,1.8,0,0,0,0,0,1.8,0,0,0,0,0,1.8,1.8,12.4,26.6,24.8,10.6,14.2,7.1,3.5,1.8,0,1.8,0,0,0,0,0,0,7.1,17.7,10.6,12.4,12.4,3.5,1.8,3.5,0,0,0,1.8,1.8
505500,249500,"Bedford M.B.","Bedford M.B.",1.3,0,1.3,1.3,1.3,0,0,0,0,0,0,1.3,0,0,1.3,1.3,2.7,18.6,29.2,27.9,14.6,17.2,9.3,9.3,1.3,1.3,2.7,0,0,0,0,0,1.3,4,5.3,4,4,1.3,1.3,0,4,0,1.3,0,2.7,0
426500,581500,"Bedlingtonshire U.D.","Bedlingtonshire U.D.",0,18.1,4.5,4.5,2.3,0,0,0,0,0,0,0,0,0,0,0,2.3,0,4.5,9,24.8,24.8,24.8,15.8,9,2.3,6.8,4.5,4.5,0,0,0,4.5,13.5,24.8,15.8,13.5,4.5,2.3,2.3,0,0,2.3,0,0,0
316500,200500,"Bedwellty U.D.","Bedwellty U.D.",0,3.7,11.2,11.2,0,1.9,0,0,1.9,0,0,1.9,3.7,0,5.6,18.6,9.3,5.6,13,9.3,3.7,3.7,1.9,0,3.7,0,0,0,0,3.7,3.7,0,1.9,3.7,9.3,1.9,1.9,5.6,1.9,5.6,5.6,0,3.7,1.9,3.7,0
394500,297500,"Bilston U.D.","Bilston U.D.",0,4.5,6.8,13.5,11.3,2.3,0,0,0,0,0,0,0,2.3,2.3,0,0,0,6.8,15.8,15.8,60.9,79,45.1,13.5,4.5,2.3,2.3,2.3,0,2.3,0,0,0,13.5,13.5,15.8,9,6.8,0,0,2.3,0,0,0,2.3
330500,388500,"Birkenhead","Birkenhead",0,3.1,2.7,3.1,3.5,1.9,0.4,0.8,0.4,0,0,0,0,0.8,2.3,13.1,23.6,36.7,34.4,25.9,10.4,2.7,3.9,5,1.5,1.9,1.2,1.5,2.3,3.1,0.8,2.3,6.6,4.6,10,12.7,9.7,5,3.1,1.2,1.9,0.8,0.8,0,0,0
409500,287500,"Birmingham","Birmingham",1.1,6.9,6.9,3.1,0.8,0.2,0.2,0.2,0.2,0.1,0.1,0,0.1,0.1,0.1,0.2,0.9,3.6,6.4,12.3,15.7,19.4,22.3,16,8.2,3.7,1.4,1.2,0.8,0.4,0.3,0.5,0.7,2.4,5.8,9.8,9.1,8.4,6.6,5,2.8,2.3,1.6,1.3,0.5,0.3
368500,427500,"Blackburn","Blackburn",0.9,2.8,9.8,7,6.1,0.9,1.4,0,1.4,0.5,0,0,0,0,0,0,0.5,1.4,4.7,14,15,19.7,22.9,21.5,15,7.5,3.7,1.4,0.9,1.4,0.5,0.5,0.5,6.1,16.8,24.3,18.7,6.6,5.1,0.5,2.3,0,0.5,0.9,0,0
331500,436500,"Blackpool","Blackpool",0,4,2.4,4,0,0.8,0,0.8,0.8,0.8,0,0.8,0,0,0,0,3.2,6.4,12.8,16,9.6,8,12.8,6.4,1.6,8.8,1.6,0.8,0,0,0.8,0,0.8,5.6,16.8,20.8,9.6,4.8,3.2,0,0,1.6,0,0,0,0.8
417500,562500,"Blaydon U.D.","Blaydon U.D.",0,5.2,10.3,6.9,5.2,0,1.7,0,0,0,0,0,0,0,0,0,0,1.7,5.2,10.3,6.9,20.6,34.4,25.8,13.7,3.4,3.4,3.4,1.7,0,0,1.7,0,0,10.3,8.6,6.9,3.4,1.7,0,0,0,0,0,1.7,0
430500,581500,"Blyth U.D.","Blyth U.D.",0,16.8,14.9,0,3.7,0,0,0,0,0,0,0,0,0,0,0,1.9,0,3.7,1.9,16.8,46.6,37.3,18.7,9.3,0,0,0,1.9,1.9,1.9,0,0,26.1,28,20.5,5.6,1.9,5.6,0,1.9,1.9,0,0,0,0
371500,408500,"Bolton","Bolton",0.6,3.2,9.4,6.8,4.9,2.9,2.6,1.3,1,0,0.3,0.3,0,0,0,0.6,1.6,13,21.4,14.6,5.8,7.8,8.4,4.9,6.8,2.6,1.6,0.6,1.9,0.3,1.6,1,0.6,5.2,18.8,25.3,18.8,8.4,5.2,2.3,2.6,1.3,1.6,0.6,0.3,1
333500,394500,"Bootle","Bootle",0,0,6.7,1.5,3.7,1.5,0,1.5,0.7,0.7,0.7,0,0.7,0,1.5,8.9,14,38.4,40.7,26.6,8.1,3,0.7,2.2,6.7,3.7,5.2,4.4,0.7,3,0.7,0,3.7,7.4,20.7,20,11.8,10.3,1.5,1.5,0.7,0.7,0,0,0,0
408500,91500,"Bournemouth","Bournemouth",0.7,0,0,0.7,0.7,0.7,0,0,0,0.7,0,1.4,2.1,0.7,1.4,2.1,4.2,16.1,17.5,2.1,6.3,3.5,7,2.1,1.4,2.8,0,1.4,1.4,0,0.7,1.4,1.4,2.1,7.7,9.8,13.3,4.9,2.8,3.5,3.5,0.7,1.4,0.7,0.7,0.7
416500,432500,"Bradford","Bradford",0.6,2.8,6.4,4.6,2.4,2,1.4,0.4,0,0,0.2,0,0.2,0,0.6,0.2,0.4,2.2,7.2,17.3,26.5,24.3,23.5,12.2,4.8,2.6,1.8,1.2,0.4,0.6,1,1.4,8.4,11.2,30.5,25.9,19.1,7.4,2.2,3.8,2.2,0.8,0.2,0.6,1.4,1
414500,423500,"Brighouse M.B.","Brighouse M.B.",2.7,27,18.9,8.1,2.7,0,0,0,0,0,0,0,0,0,0,0,0,5.4,8.1,29.6,10.8,16.2,13.5,8.1,0,5.4,0,0,2.7,2.7,2.7,2.7,2.7,2.7,8.1,13.5,13.5,13.5,2.7,0,10.8,0,0,0,2.7,0
513500,106500,"Brighton","Brighton",0,1.7,0.9,1.3,2.1,0.9,0,0,0.4,0,0.4,0.4,0,0.4,0,2.6,12.9,32.1,34.7,29.6,12.4,5.6,6,7.3,1.3,1.7,1.3,0.4,0.9,0.4,0.4,1.7,3.4,14.6,16.7,12,5.1,4.7,4.7,1.3,0.4,1.3,0.4,0,0.9,0
360500,175500,"Bristol","Bristol",0.23,0.9,2.2,3.2,2.3,2,0.5,0.5,0,0.2,0.2,0.2,0,0.3,0.6,0.6,4.8,12.3,33.6,26.8,19.6,15.1,13.3,7.7,6.5,3.9,2.3,2.6,2.3,0.7,1.7,0.3,0.6,3.2,5.6,11.6,11.1,9.6,5.4,2.5,0.9,0.9,0.6,0.3,0.5,0
540500,169500,"Bromley M.B.","Bromley M.B.",0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,1.7,3.3,11.6,26.4,14.9,8.3,8.3,8.3,5,5,1.7,1.7,0,1.7,0,0,0,0,3.3,6.6,9.9,6.6,6.6,1.7,0,1.7,3.3,0,0,0,0
383500,432500,"Burnley","Burnley",3.4,18.4,9.2,4,1.1,0,0.6,0.6,1.7,0,0,0.6,0,0,0,0,0.6,2.9,11.5,29.3,22.4,6.9,9.8,9.2,8,4,3.4,4,0,1.1,1.1,0,0,1.1,6.3,5.2,12.1,9.8,9.2,1.1,1.1,0.6,0.6,1.7,0.3,0
424500,322500,"Burton-upon-Trent","Burton-upon-Trent",0,1.2,0,2.5,2.5,1.2,0,0,3.7,0,0,1.2,0,0,1.2,3.7,13.6,42.1,75.5,54.5,17.3,12.4,14.9,6.2,7.4,3.7,1.2,3.7,1.2,0,0,1.2,0,1.2,2.5,6.2,6.2,7.4,3.7,2.5,2.5,1.2,2.5,0,0,0
380500,410500,"Bury","Bury",5.1,11.2,9.2,4.1,0,2,0,0,0,1,0,0,0,0,0,0,1,7.2,13.3,13.3,15.3,22.5,21.5,8.2,2,3.1,1,0,1,0,0,1,1,3.1,8.2,21.5,26.6,23.5,19.4,13.3,3.1,0,1,1,0,3.1
315500,186500,"Caerphilly U.D.","Caerphilly U.D.",0,0,9,6,1.5,6,4.5,0,0,0,0,0,0,0,0,1.5,4.5,6,18,9,7.5,12,7.5,4.5,6,4.5,1.5,1.5,0,0,0,0,0,0,1.5,3,10.5,0,4.5,6,4.5,6,3,3,0,0
546500,258500,"Cambridge M.B.","Cambridge M.B.",0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,17,40,35,9,9,4,2,0,1,0,0,1,0,0,0,0,3,5,7,6,3,5,0,1,0,1,0,0,0
398500,310500,"Cannock U.D.","Cannock U.D.",3.6,9.1,9.1,14.5,0,7.2,0,0,0,0,0,1.8,0,0,0,1.8,0,3.6,9.1,25.4,52.5,21.7,18.1,14.5,9.1,0,5.4,1.8,0,1.8,3.6,10.9,1.8,10.9,1.8,1.8,1.8,3.6,5.4,0,3.6,5.4,0,1.8,1.8,0
614500,157500,"Canterbury","Canterbury",0,2.3,0,2.3,0,0,0,0,0,0,0,0,0,0,2.3,2.3,4.7,16.3,18.6,9.3,18.6,23.3,42,9.3,2.3,9.3,9.3,7,4.7,0,0,0,0,2.3,4.7,14,16.3,16.3,2.3,0,2.3,0,0,0,0,0
318500,176500,"Cardiff","Cardiff",0.6,0.3,1.8,2.1,2.4,1.2,1.2,1.5,0,0.6,1.2,0.6,0,1.2,3.6,6.2,22.9,38.3,26.7,16.3,4.5,6.2,3,3.9,1.2,0.6,0.9,1.5,0.9,0.6,0.6,0.6,2.1,1.8,7.7,9.8,9.8,7.1,5.3,3.6,2.4,2.1,2.4,0.3,1.2,0.6
339500,555500,"Carlisle","Carlisle",1.9,8.7,11.7,1.9,1,1,0,0,0,0,2.9,0,0,0,0,0,1,3.9,1,2.9,3.9,11.7,19.4,22.3,9.7,2.9,1,1.9,1,1.9,1,0,1,1,3.9,3.9,4.9,4.9,4.9,1,2.9,1.9,3.9,0,1,0
442500,425500,"Castleford U.D.","Castleford U.D.",0,4.5,0,0,0,0,0,0,0,0,2.3,0,0,0,9.1,15.9,36.4,25,22.7,6.8,4.5,9.1,4.5,4.5,2.3,0,4.5,2.3,0,0,4.5,2.3,13.6,15.9,15.9,6.8,2.3,4.5,2.3,0,0,0,0,2.3,4.5,2.3
390500,405500,"Chadderton U.D.","Chadderton U.D.",4.2,8.3,10.4,8.3,6.2,2.1,0,0,2.1,2.1,0,0,0,0,0,4.2,2.1,6.2,39.5,39.5,33.5,39.5,18.7,14.6,2.1,2.1,8.3,0,0,0,0,0,0,4.2,12.5,18.7,14.6,6.2,2.1,10.4,0,0,4.2,4.2,0,0
576500,165500,"Chatham M.B.","Chatham M.B.",1.4,2.8,2.8,1.4,0,1.4,0,0,0,0,0,0,0,0,0,1.4,8.3,23.5,80.3,66.5,36,22.2,20.8,4.2,2.8,1.4,0,4.2,2.8,0,1.4,0,1.4,0,1.4,5.5,9.7,1.4,1.4,0,0,0,1.4,1.4,0,0
394500,222500,"Cheltenham M.B.","Cheltenham M.B.",0,0,0,1.2,0,2.4,0,0,0,0,1.2,0,0,3.7,6.1,23.3,58.8,55.1,17.1,13.5,6.1,2.4,3.7,3.7,3.7,0,0,0,0,1.2,0,0,2.4,3.7,4.9,9.8,6.1,7.3,2.4,1.2,3.7,0,2.4,1.2,3.7,0
490500,190500,"Chepping Wycombe M.B.","Chepping Wycombe M.B.",0,2.6,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,5.1,5.1,30.6,33.2,48.5,12.8,12.8,2.6,0,7.7,5.1,2.6,0,0,2.6,0,0,10.2,2.6,5.1,5.1,0,2.6,0,0,0,0,0,0
340500,366500,"Chester","Chester",0,6.7,8.1,6.7,2.7,1.3,0,0,0,1.3,0,0,0,0,0,0,1.3,9.4,27,28.3,20.2,8.1,6.7,1.3,1.3,1.3,0,1.3,0,0,0,0,1.3,0,5.4,8.1,9.4,2.7,5.4,6.7,5.4,1.3,0,1.3,1.3,0
438500,371500,"Chesterfield M.B.","Chesterfield M.B.",0,0,8.7,4.4,5.8,5.8,2.9,0,0,0,0,0,0,0,0,0,0,4.4,23.2,29,69.7,52.2,40.6,23.2,7.3,2.9,1.5,1.5,0,1.5,1.5,4.4,2.9,2.9,8.7,13.1,13.1,8.7,2.9,0,1.5,0,2.9,0,0,0
520500,178500,"Chiswick U.D.","Chiswick U.D.",0,3.9,2.6,2.6,0,0,1.3,1.3,0,1.3,1.3,0,0,0,0,0,5.2,13,11.7,32.4,36.3,18.2,16.9,1.3,3.9,0,0,0,2.6,0,0,0,0,3.9,6.5,10.4,6.5,6.5,1.3,2.6,1.3,1.3,0,0,2.6,0
358500,417500,"Chorley M.B.","Chorley M.B.",0,0,3.4,10.2,8.5,1.7,3.4,1.7,0,0,0,0,0,0,1.7,10.2,34,28.9,28.9,18.7,10.2,15.3,8.5,8.5,1.7,1.7,0,0,1.7,0,0,1.7,0,3.4,3.4,3.4,17,10.2,17,5.1,3.4,3.4,1.7,3.4,0,0
530500,408500,"Cleethorpe with Thrunscoe U.D.","Cleethorpe with Thrunscoe U.D.",0,0,6.6,6.6,0,2.2,0,0,0,0,0,0,0,0,0,0,0,4.4,6.6,13.2,8.8,22.1,39.7,15.5,2.2,0,2.2,0,0,0,2.2,0,4.4,0,4.4,13.2,15.5,8.8,2.2,6.6,2.2,4.4,6.6,2.2,2.2,0
599500,225500,"Colchester M.B.","Colchester M.B.",0,1.4,2.8,1.4,1.4,1.4,0,0,0,0,0,0,0,0,0,2.8,2.8,6.9,23.4,28.9,17.9,16.5,8.3,5.5,4.1,4.1,6.9,4.1,1.4,1.4,5.5,1.4,5.5,22,9.6,8.3,11,2.8,2.8,2.8,0,1.4,0,0,0,0
389500,440500,"Colne M.B.","Colne M.B.",0,2.4,4.9,2.4,12.2,4.9,0,2.4,0,0,0,0,0,0,0,0,0,0,0,7.3,14.7,14.7,48.9,56.2,19.6,0,0,2.4,0,0,0,0,0,2.4,4.9,0,4.9,7.3,0,0,0,2.4,2.4,0,0,0
394500,294500,"Coseley U.D.","Coseley U.D.",0,12.2,14.6,0,2.4,2.4,0,0,0,0,0,0,0,0,0,2.4,0,0,9.7,19.5,31.6,53.5,31.6,19.5,7.3,2.4,0,7.3,2.4,0,0,0,0,0,2.4,24.3,2.4,2.4,4.9,0,2.4,0,0,0,2.4,2.4
433500,278500,"Coventry","Coventry",0,1.9,3.9,2.7,0.8,0,0.4,0,0,0,0,0,0.4,0,0,0,0.4,5.8,24.3,39,40.1,31.6,15.8,6.6,4.2,1.5,0,0.4,0.8,0.8,0,0.8,0.8,0.4,0,2.3,1.5,0.8,0.8,0.4,0.4,0.8,0,0,0,0.4
370500,355500,"Crewe M.B.","Crewe M.B.",1.2,3.7,6.1,2.4,0,0,0,0,0,0,1.2,0,0,0,0,3.7,1.2,12.2,46.4,35.4,15.9,7.3,7.3,3.7,8.5,2.4,2.4,0,0,0,0,3.7,1.2,13.4,11,12.2,7.3,4.9,3.7,0,0,0,1.2,0,1.2,0
533500,165500,"Croydon","Croydon",0.6,3.4,3.4,0.9,0.3,0.6,0,0,0.3,0,0.6,0,0,0,0.3,1.5,4,18,36.5,33.4,16.7,8.7,7.1,5.9,3.1,1.5,1.2,1.2,1.5,0.6,0.3,0.3,3.1,2.8,2.8,7.7,6.8,4,1.5,1.9,1.5,0.9,1.2,0.3,0.6,0.3
428500,514500,"Darlington","Darlington",0,6.1,15.6,5.2,3.5,0,0.9,0.9,0,0.9,0,0.9,0.9,0,0,0.9,1.7,0,4.3,8.7,10.4,16.4,33.7,23.4,6.1,2.6,0.9,4.3,0,0,0,1.7,0,2.6,6.9,13,19,13.8,13.8,5.2,1.7,1.7,1.7,0.9,0.9,0.9
552500,173500,"Dartford U.D.","Dartford U.D.",2.4,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,92.6,76,21.4,11.9,9.5,2.4,7.1,0,0,2.4,0,0,2.4,0,0,2.4,7.1,9.5,7.1,0,0,2.4,0,0,4.8,0,4.8,0
369500,422500,"Darwen M.B.","Darwen M.B.",0,1.6,7.9,6.3,14.3,3.2,0,0,0,0,0,0,1.6,0,0,0,0,3.2,6.3,6.3,14.3,46,98.4,52.4,9.5,3.2,0,1.6,3.2,0,1.6,3.2,0,1.6,3.2,15.9,15.9,4.8,7.9,1.6,1.6,1.6,0,0,0,0
435500,335500,"Derby","Derby",0.4,0.4,5.3,4,1.8,1.3,0.9,0,0,0.4,0.4,0,0.9,0.4,0,0.9,0.4,3.1,8.8,16.8,27.8,24.3,30.9,18.5,10.1,5.7,2.6,1.8,0,0.9,0.4,0.4,0.4,5.7,12.8,9.3,7.1,4.9,4,3.5,1.8,0,0,0,0.9,0
424500,422500,"Dewsbury","Dewsbury",1.1,7.8,8.9,8.9,1.1,0,2.2,0,1.1,0,1.1,0,1.1,0,0,0,2.2,2.2,11.1,13.3,46.5,37.7,29.9,12.2,8.9,4.4,2.2,1.1,2.2,0,3.3,2.2,6.6,8.9,10,17.7,8.9,8.9,4.4,10,3.3,1.1,0,0,1.1,5.5
457500,402500,"Doncaster M.B.","Doncaster M.B.",1.1,2.2,2.2,5.5,4.4,1.1,1.1,3.3,1.1,0,0,0,0,0,0,0,2.2,5.5,16.5,26.4,42.9,33,25.3,14.3,3.3,4.4,2.2,1.1,1.1,2.2,1.1,1.1,2.2,7.7,9.9,19.8,18.7,15.4,5.5,2.2,0,2.2,1.1,1.1,1.1,1.1
631500,141500,"Dover M.B.","Dover M.B.",0,1.5,3,4.5,0,1.5,0,0,0,1.5,0,0,0,0,1.5,1.5,1.5,18.1,27.1,13.6,13.6,18.1,7.5,6,6,4.5,4.5,1.5,0,1.5,0,0,0,4.5,6,12.1,9,7.5,3,1.5,0,0,0,0,0,0
393500,290500,"Dudley","Dudley",1,3,9.1,5,2,0,0,1,0,0,3,0,0,0,0,0,0,1,5,14.1,15.1,18.1,24.2,17.1,11.1,5,1,0,0,0,0,1,0,1,7,4,2,5,4,1,0,2,1,1,0,1
517500,180500,"Ealing M.B.","Ealing M.B.",0,0.8,3.2,1.6,0,0.8,0,0,0,0,0.8,0,0,0,0,0,2.4,8.1,25.9,29.9,12.1,13.7,12.9,8.9,5.7,0,1.6,1.6,0.8,0,0.8,0,0,6.5,9.7,12.9,2.4,6.5,5.7,2.4,0,2.4,2.4,0.8,0,0
524500,183500,"East Ham","East Ham",0.4,4.9,4.1,2,1.6,0.8,0.4,0,0.4,0,0,0,0.4,0.4,0,2,8.1,32.1,53.7,46.8,12.2,9.4,6.9,6.5,2.8,2.8,1.2,1.2,0,0,0.8,2,2.8,2,5.3,6.5,4.5,1.6,1.2,1.6,0.4,0,0,0,0,0
559500,100500,"Eastbourne","Eastbourne",0,0,1,1,1,0,3.1,0,1,1,0,0,0,0,1,2.1,2.1,4.2,18.9,14.7,4.2,13.6,6.3,11.5,7.3,1,2.1,0,1,2.1,3.1,7.3,6.3,4.2,10.5,12.6,9.4,3.1,4.2,1,1,1,1,1,2.1,0
318500,205500,"Ebbw Vale U.D.","Ebbw Vale U.D.",0,4.4,10.2,2.9,4.4,1.5,0,1.5,0,0,0,0,0,0,0,0,0,2.9,2.9,2.9,1.5,11.7,11.7,4.4,5.8,2.9,0,0,1.5,0,0,1.5,1.5,0,0,2.9,7.3,7.3,10.2,5.8,4.4,1.5,1.5,1.5,0,0
377500,398500,"Eccles M.B.","Eccles M.B.",0,5.3,2.6,1.3,1.3,1.3,0,1.3,0,0,0,0,0,0,0,0,0,2.6,3.9,14.5,14.5,25,18.4,3.9,6.6,10.5,9.2,7.9,0,0,0,0,1.3,2.6,2.6,10.5,7.9,3.9,2.6,3.9,6.6,0,0,0,0,1.3
533500,192500,"Edmonton U.D.","Edmonton U.D.",0.8,2.5,3.3,0.8,0,0.8,0,0,0,0,0.8,0,0,3.3,4.9,9.8,23.7,33.5,31.9,15.5,9,8.2,12.3,7.4,5.7,0.8,3.3,0,0.8,3.3,0.8,0,4.1,5.7,8.2,7.4,2.5,4.9,2.8,0.8,4.1,0,0.8,0,0,1.6
554500,280500,"Ely, Isle of","Ely, Isle of",0,1.6,0.8,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,3.3,18.8,37.6,40.9,18.8,18,8.2,10.6,4.1,1.6,0.8,0.8,0.8,0,0,0,0,3.3,2.5,8.2,4.1,3.3,3.3,1.6,1.6,0.8,0,0,0
533500,196500,"Enfield U.D.","Enfield U.D.",0,2.9,1,1,1,1,0,0,0,0,0,0,0,0,1.9,3.8,12.4,26.8,38.3,16.3,12.4,8.6,7.7,3.8,1.9,1.9,0,1,0,0,0,1,1,1,10.5,10.5,5.7,4.8,3.8,5.7,1.9,1,1,0,0,0
550500,177500,"Erith U.D.","Erith U.D.",0,1.6,1.6,3.2,1.6,0,0,1.6,0,0,1.6,0,0,0,1.6,1.6,6.4,11.1,23.9,23.9,11.1,8,3.2,11.1,0,3.2,1.6,0,0,0,1.6,0,1.6,0,3.2,3.2,8,1.6,1.6,0,0,3.2,3.2,0,0,0
455500,519500,"Eston U.D.","Eston U.D.",5.5,20.3,36.9,5.5,0,1.8,1.8,1.8,0,0,0,0,0,0,0,0,0,1.8,9.2,22.1,11.1,16.6,14.8,11.1,12.9,7.4,3.7,3.7,1.8,0,0,0,0,3.7,1.8,5.5,9.2,5.5,5.5,3.7,0,9.2,1.8,3.7,0,1.8
